name,score
./S2/S2_t1_c4_ct3.jpg,0.0
./S2/S2_t2_c4_ct2.jpg,8.064516129032258e-05
./S2/S2_t1_c4_ct0.jpg,0.0014631336405529953
./S2/S2_t1_c3_ct3.jpg,0.004055299539170507
./S2/S2_t3_c3_ct3.jpg,0.004688940092165899
./S2/S2_t2_c3_ct2.jpg,0.004919354838709677
./S2/S2_t3_c3_ct2.jpg,0.004976958525345622
./S2/S2_t1_c3_ct2.jpg,0.009320276497695852
./S2/S2_t3_c4_ct3.jpg,0.04533410138248848
./S2/S2_t3_c3_ct0.jpg,0.04758064516129032
./S2/S2_t2_c3_ct0.jpg,0.048214285714285716
./S2/S2_t2_c3_ct3.jpg,0.04845622119815668
./S2/S2_t3_c4_ct0.jpg,0.052453917050691246
./S2/S2_t1_c3_ct0.jpg,0.06910138248847926
./S2/S2_t1_c3_ct1.jpg,0.08567972350230414
./S2/S2_t3_c3_ct1.jpg,0.08945852534562213
./S2/S2_t1_c4_ct1.jpg,0.09035714285714286
./S2/S2_t2_c4_ct0.jpg,0.11635944700460829
./S2/S2_t2_c2_ct1.jpg,0.2019700460829493
./S2/S2_t2_c3_ct1.jpg,0.25827188940092166
./S2/S2_t2_c2_ct3.jpg,0.2757718894009217
./S2/S2_t2_c2_ct2.jpg,0.30294930875576037
./S2/S2_t1_c2_ct3.jpg,0.3045391705069124
./S2/S2_t2_c2_ct0.jpg,0.36192396313364056
./S2/S2_t1_c2_ct0.jpg,0.38
./S2/S2_t3_c2_ct3.jpg,0.38609447004608294
./S2/S2_t2_c4_ct1.jpg,0.40323732718894006
./S2/S2_t3_c4_ct1.jpg,0.5097235023041474
./S2/S2_t1_c4_ct2.jpg,0.6405299539170507
./S2/S2_t1_c2_ct2.jpg,0.6455069124423963
./S2/S2_t3_c4_ct2.jpg,0.6473041474654377
./S2/S2_t3_c2_ct2.jpg,0.64786866359447
./S2/S2_t3_c2_ct0.jpg,0.7018548387096775
./S2/S2_t3_c2_ct1.jpg,0.7784907834101382
./S2/S2_t2_c4_ct3.jpg,0.8647695852534563
./S2/S2_t1_c2_ct1.jpg,0.8893433179723502
