name,score
./S3/S3_2_t2_c4_ct2.jpg,5.76036866359447e-05
./S3/S3_2_t3_c3_ct2.jpg,0.005610599078341014
./S3/S3_2_t1_c3_ct3.jpg,0.007638248847926268
./S3/S3_2_t1_c3_ct1.jpg,0.034654377880184335
./S3/S3_2_t2_c2_ct0.jpg,0.06453917050691244
./S3/S3_2_t3_c4_ct0.jpg,0.06466589861751153
./S3/S3_2_t1_c2_ct0.jpg,0.06866359447004608
./S3/S3_2_t3_c3_ct0.jpg,0.09160138248847927
./S3/S3_2_t3_c3_ct1.jpg,0.09733870967741935
./S3/S3_2_t1_c4_ct1.jpg,0.10179723502304147
./S3/S3_2_t1_c3_ct0.jpg,0.19316820276497695
./S3/S3_2_t2_c3_ct2.jpg,0.19474654377880185
./S3/S3_2_t3_c4_ct3.jpg,0.20944700460829493
./S3/S3_2_t2_c3_ct3.jpg,0.21684331797235024
./S3/S3_2_t2_c3_ct0.jpg,0.2526382488479263
./S3/S3_2_t2_c3_ct1.jpg,0.2681221198156682
./S3/S3_2_t2_c4_ct0.jpg,0.2727073732718894
./S3/S3_2_t3_c4_ct1.jpg,0.2804723502304147
./S3/S3_2_t1_c3_ct2.jpg,0.3031451612903226
./S3/S3_2_t1_c2_ct2.jpg,0.31879032258064516
./S3/S3_2_t3_c3_ct3.jpg,0.32005760368663594
./S3/S3_2_t3_c2_ct2.jpg,0.36567972350230415
./S3/S3_2_t2_c4_ct1.jpg,0.45867511520737325
./S3/S3_2_t1_c4_ct0.jpg,0.49555299539170505
./S3/S3_2_t1_c4_ct3.jpg,0.4978225806451613
./S3/S3_2_t2_c4_ct3.jpg,0.5078801843317973
./S3/S3_2_t3_c4_ct2.jpg,0.6405299539170507
./S3/S3_2_t1_c2_ct3.jpg,0.6441820276497696
./S3/S3_2_t2_c2_ct2.jpg,0.6447119815668203
./S3/S3_2_t1_c4_ct2.jpg,0.6476382488479263
./S3/S3_2_t2_c2_ct3.jpg,0.6508410138248848
./S3/S3_2_t3_c2_ct0.jpg,0.6658410138248848
./S3/S3_2_t1_c2_ct1.jpg,0.6738709677419354
./S3/S3_2_t3_c2_ct1.jpg,0.7545161290322581
./S3/S3_2_t2_c2_ct1.jpg,0.7668548387096774
./S3/S3_2_t3_c2_ct3.jpg,0.7983179723502304
