name,score
./S3/S3_1_t2_c4_ct3.jpg,0.0002666666666666667
./S3/S3_1_t1_c4_ct3.jpg,0.0024555555555555554
./S3/S3_1_t1_c3_ct3.jpg,0.0041444444444444445
./S3/S3_1_t1_c3_ct2.jpg,0.005111111111111111
./S3/S3_1_t3_c3_ct3.jpg,0.008255555555555556
./S3/S3_1_t2_c3_ct2.jpg,0.0086
./S3/S3_1_t2_c4_ct0.jpg,0.011655555555555556
./S3/S3_1_t2_c4_ct2.jpg,0.023655555555555555
./S3/S3_1_t1_c4_ct1.jpg,0.024055555555555556
./S3/S3_1_t3_c2_ct0.jpg,0.03752222222222222
./S3/S3_1_t2_c3_ct1.jpg,0.037788888888888886
./S3/S3_1_t1_c3_ct1.jpg,0.03827777777777778
./S3/S3_1_t3_c3_ct1.jpg,0.04273333333333333
./S3/S3_1_t1_c3_ct0.jpg,0.06727777777777778
./S3/S3_1_t3_c4_ct0.jpg,0.0676888888888889
./S3/S3_1_t3_c3_ct0.jpg,0.07411111111111111
./S3/S3_1_t2_c3_ct3.jpg,0.08005555555555556
./S3/S3_1_t2_c3_ct0.jpg,0.08845555555555555
./S3/S3_1_t3_c4_ct2.jpg,0.11376666666666667
./S3/S3_1_t3_c3_ct2.jpg,0.11793333333333333
./S3/S3_1_t3_c2_ct2.jpg,0.11816666666666667
./S3/S3_1_t2_c2_ct2.jpg,0.12193333333333334
./S3/S3_1_t3_c4_ct1.jpg,0.26276666666666665
./S3/S3_1_t3_c4_ct3.jpg,0.2737777777777778
./S3/S3_1_t2_c4_ct1.jpg,0.28826666666666667
./S3/S3_1_t3_c2_ct1.jpg,0.6001777777777778
./S3/S3_1_t2_c2_ct1.jpg,0.6200555555555556
./S3/S3_1_t1_c4_ct0.jpg,0.6760555555555555
./S3/S3_1_t3_c2_ct3.jpg,0.7234
./S3/S3_1_t1_c4_ct2.jpg,0.8571888888888889
./S3/S3_1_t1_c2_ct3.jpg,0.8603111111111111
./S3/S3_1_t1_c2_ct2.jpg,0.8603777777777778
./S3/S3_1_t2_c2_ct3.jpg,0.8641555555555556
./S3/S3_1_t1_c2_ct1.jpg,0.8755777777777778
./S3/S3_1_t1_c2_ct0.jpg,0.9176777777777778
./S3/S3_1_t2_c2_ct0.jpg,0.9204555555555556
